4	В Ставрополе Таманский лес разделят на зоны по видам отдыха	По предложению главного архитектора города Геннадия Ленцова Таманский лес будет структурно разделен на несколько профильных участков: для активного и для семейного отдыха, для пеших прогулок и для велоспорта.
0	В Тульской области прогнозируется аномальная жара	По данным Тульского центра по гидрометеорологии и мониторингу окружающей среды в период с 14 по 17 июля на территории региона ожидается максимальная температура воздуха - 30-33 ° С. По юго-восточным и северным районам Тульской области прогнозируется высокий класс пожарной опасности в лесах.
4	В Пермском крае депутат ответит за незаконную рубку деревьев	В Пермском крае завершено расследование уголовного дела в отношении депутата одного из сельских поселений Уинского района. Он обвиняется в незаконной рубке лесных насаждений.
3	Вертолетчики ЦВО проведут точечные проливы очагов пожаров в Приангарье	Экипажи вертолетов Ми-8 Центрального военного округа проведут точечный пролив очагов природных лесных пожаров в Братском и Чунском районах Иркутской области.
0	В Тульскую область пришла экстремальная жара	Как сообщает пресс-служба ведомства со ссылкой на данные тульского центра по гидрометеорологии и мониторингу окружающей среды, с 14 по 17 июля на территории региона ожидается максимальная температура воздуха - 30-33 ° С. По юго-восточным и северным районам Тульской области прогнозируется высокий класс пожарной опасности в лесах.
2	Жара в столице начнет ослабевать с четверга	В метеобюро отметили, что в четверг днем местами пройдет небольшой дождь, а температура воздуха немного понизится. Ночью прогнозируется плюс 15-17 градусов в столице и 12-17 градусов в Подмосковье. Днем столбик термометра будет показывать плюс 27-29 градусов в Москве и 25-30 градусов по области.
0	В семи регионах России из-за лесных пожаров объявлен режим ЧС	В семи субъектах РФ из-за лесных пожаров объявлен режим чрезвычайной ситуации: это Нижегородская и Иркутская области, Красноярский край, Забайкалье, Якутия, Амурская область и Приморский край, сообщил &quot;Русской службе новостей&quot; руководитель пресс-службы Федерального агентства лесного хозяйства Владимир Дмитриев.
2	Московская жара пойдет на спад во второй половине недели	Столичные синоптики рассказали, когда жара, которая установилась в столичном регионе с воскресенья, пойдет на спад. Сегодня температура воздуха в Москве поднимется до плюс 29 – 31 градусов, по области будет до плюс 27 – 32. В последующие дни характер погоды существенно не изменится.
2	В Якутии ликвидирован крупный лесной пожар, угрожавший поселку	Специалисты ФБУ &quot;Авиалесоохрана&quot; совместно с работниками &quot;Якутской базы авиационной охраны лесов&quot; ликвидировали один из крупнейших лесных пожаров, действовавшихв России. Как сообщили &quot;РЛВ&quot; в пресс-службе Рослесхоза, возгорание угрожало поселку городского типа Пеледуй республики Саха (Якутия).
2	В Забайкалье отменен режим ЧС, введенный из-за лесных пожаров	Отменили режим ЧС, с середины апреля введенный в Забайкалье из-за лесных пожаров. Постановление об отмене режима ЧС подписано первым вице-премьером правительства Забайкалья Алексеем Шеметовым. С 14 июля режим отменен по причине стабилизации лесопожарной обстановки.
0	Погода в Москве: МЧС предупреждает москвичей об аномальной жаре	В связи с аномальной жарой прогнозируется увеличение возникновения очагов пожаров на территории Московской области. &quot;Высока вероятность возникновения природных пожаров в районе торфяных месторождений&quot;, — добавили в МЧС.
2	Семь лесных пожаров потушили в Томской области	В минувшие выходные, по данным ГУ МЧС по региону, в Томской области было зарегистрировано семь пожаров на территории Верхнекетского и Колпашевского районов. Общая площадь возгораний превысила 150 га. Причиной трех пожаров стали грозы, четырех — неосторожное обращение с огнем.
0	Молния проредила красноярский лес	Пожар, разгоревшийся в Мининском лесничестве Емельяновского района накануне вечером, спровоцировала молния. Огонь продолжает пожирать лес на площади 0,2 гектара.
2	Лесной пожар в Пинежье локализован	По данным на 11:00 14 июля парашютисты-пожарные Карпогорского авиаотделения Единого лесопожарного центра локализовали возгорание в лесах Пинежского района на площади порядка одного гектара. Очаг обнаружили 13 июля на территории Ёжугского участкового лесничества.
2	Лесной пожар ликвидировали в Харьковской области - ПрессОРГ24 - Новости Украины	 После прибытия стало известно, что хвойная подстилка горела над краем  леса , огонь еще не успел войти ни вглубь  леса , ни на открытое место в направлении дачных домов. В тушении  пожара , кроме подразделения ГСЧС, также принимала участие приспособленная к тушению огня ...
3	Третий класс пожарной опасности ввели в Вологодской области из-за жары	Третий, средний, класс пожарной опасности ввели в Вологодской области. Это связано с наступлением жары. Только на прошлой неделе в регионе произошло два лесных пожара общей площадью 0,14 гектаров.
1	17 тысяч гектаров леса в крае охвачены огнём	В Красноярском крае бушуют пожары. В регионе продолжает действовать режим ЧС. Всего горит более 17 тысяч гектаров леса, причём преимущественно в труднодоступных для авиации районах.
0	Очередной лесной пожар произошел в Архангельской области	По предварительным данным, причиной пожара стала сухая гроза. За период с 10 по 13 июля в регионе возникло семь лесных пожаров, пять из них были ликвидированы на малых площадях. Всего с начала пожароопасного сезона в области зафиксировано 50 «лесных» возгораний общей площадью порядка 300 гектаров.
3	В Вологодской области объявили третий класс пожарной опасности	Второе возгорание произошло в Кадуйском районе 13 июля. Его также ликвидировали силами лесохраны. Самой частой причиной возникновения лесных пожаров остается нарушение элементарных правил безопасности при обращении с огнем.
3	Третий класс пожарной опасности объявлен в Вологодской области	Средний (третий) класс пожарной опасности введен с 14 июля по причине установившейся жаркой погоды. За прошедшую неделю в лесах региона было зарегистрировано два пожара общей площадью 0,14 га. Возгорание произошли в Череповецком и Кадуйском районе в минувшие выходные.
2	В Якутии ликвидирован крупный лесной пожар, угрожавший посёлку Пеледуй - Портал лесной отрасли WOOD.RU	" Специалисты ФБУ ""Авиалесоохрана"" совместно с работниками ""Якутской базы авиационной охраны лесов"" ликвидировали один из крупнейших  лесных пожаров , действовавшихв России. Как сообщили в пресс-службе Рослесхоза, возгорание угрожало поселку городского типа Пеледуй ... "
3	Синоптики предупреждают о сильной жаре в Центральной России	Сильная жара ожидается 14-17 июля в Тульской области - температура воздуха может достигнуть 33 градусов, в Московской области воздух прогреется до плюс 31. Об этом сообщает Гидрометцентр РФ.
4	В Мурманской области обнаружили случаи незаконной вырубки леса	За первое полугодие 2014 год лесными инспекторами Мурманской области было проведено 61 проверку в сфере охраны лесного хозяйства. В ходе проверок были выявлены нарушения законодательства по использованию лесов.
3	Во второй половине недели температура воздуха в ЦФО снизится	Во второй половине недели температура воздуха на территории Центрального федерального округа (ЦФО) снизится, в некоторых регионах ожидаются грозовые дожди. Об этом говорится в материалах пресс-службы Гидрометцентра России.
2	Дожди предотвратили лесные пожары в Тюменской области	Установившаяся в Тюменской области прохладная и дождливая погода способствовала тому, что за прошедшие выходные в регионе не было зафиксировано ни одного лесного пожара. Такая обстановка сложилась во всем УрФО, сообщили в Федеральном агентстве лесного хозяйства.
0	Экстренное предупреждение выпустило нижегородское управление МЧС	ГУ МЧС по Нижегородской области выпустило экстренное предупреждение с 14 по 18 июля. Согласно предупреждению, в большинсве районов области ожидается высокая пожароопасность лесов и торфяников (4 класс).
1	16 тысяч гектаров тайги горят на севере Иркутской области	Жара и сухие грозы стали причиной незатухающих пожаров в лесах на севере области. Сейчас в Прибайкалье их 42, локализованы из них только 12. Тайга горит на площади почти 16 тысяч гектаров. Больше всего страдают Усть-Илимский, Нижнеилимский, Чунский и Катангский районы.
3	Лесные пожары надвигаются на южные районы Нижегородской области	По словам метеоролога, наибольший риск возгорания наблюдается по южной половине области. По данным на понедельник, 14 июля, 4-й класс пожароопасности лесов установился в четырёх муниципальных образованиях: в Вачском, Сосновском и Павловском районах и в городе Саров.
0	В Нижегородской области объявлено экстренное предупреждение	С 14 по 18 июля ожидается высокая пожароопасность лесов и торфяников В связи с угрозой природных пожаров в период с 14 по 18 июля в большинстве районов Нижегородской области объявлено экстренное предупреждение. На указанной территории вводится запрет на посещение лесов.
3	В Волгоградской области сохраняется высокая пожароопасность	С 11 июня на территории Волгоградской области действует особый противопожарный режим, а с 15 по 16 июля в регионе будет объявлено штормовое предупреждение о высокой пожарной опасности.
3	Гидрометцентр предупредил о сильной жаре в центральной России	Сильная жара ожидается на этой неделе в Тульской и Московской областях, а также в городе Москве, сообщает Гидрометцентр России. По данным синоптиков, дневная температура в Москве может достигать 31 градуса, а в Тульской области – 33-х градусов.
4	МЧС напоминает туристам Мурманской области о регистрации пред походом	Главное управление МЧС России по Мурманской области обращается к жителям полуострова, а также к туристам, прибывающим на территорию Кольского Заполярья: отправляясь в горы, на сплавы, на восхождения, в лес – тщательно планируйте и регистрируйте свой маршрут.
3	Пожароопасная обстановка в Тверской области по состоянию на 14:00	Пожароопасную обстановку на территории Тверской области отслеживают 16 оперативных групп. В Главном управлении МЧС России по Тверской области продолжает функционировать оперативный штаб, где обобщается вся информация по пожароопасной обстановке, складывающейся в регионе, прогнозе ее развития.
3	В МВД по КБР состоялся брифинг на тему «Профилактика лесных пожаров»	Заключено соглашение между МЧС и Министерством природных ресурсов и экологии КБР для помощи в тушении лесных пожаров, проводятся разъяснительные беседы с населением об ограничении посещения лесов в сезон пожароопасности.
3	МЧС Крыма проводит работу по профилактике природных пожаров	Совместно с представителями Рескомлеса и сотрудниками ГУ МВД России по Республике Крым проводятся рейды по местам массового отдыха граждан с целью предупреждения возникновения природных пожаров. С жителями и гостями полуострова проводят профилактические беседы.
3	Якутия поблагодарила дальневосточных спасателей	Правительство Якутии выразило благодарность группе спасателей Дальневосточного регионального поисково-спасательного отряда МЧС России, принимавших участие в тушении лесных пожаров.
4	В Туапсинском районе стартовал месячник безопасности	Сегодня в Туапсинском районе, как и во всей России, стартовал месячник безопасности.
0	На Южном Урале объявлено экстренное предупреждение из-за жары	По данным Челябинского гидрометцентра, 17-18 августа в южных районах Челябинской области ожидается сильная жара, до 32-36 градусов Цельсия, сообщили &quot;URA.Ru&quot; в пресс-службе ГУ МЧС по региону.
1	За прошедшие сутки в Хабаровском крае зарегистрировано 6 пожаров	За прошедшие сутки в населенных пунктах зарегистрировано 6 пожаров, сообщает &quot;Открытый город&quot; со ссылкой на пресс-службу ГУ МЧС России по Хабаровскому краю. Из них в жилом секторе – 4, прочих объектах - 2. Погиб один человек, травмированных нет.
2	Лесопожарная обстановка вблизи населенных пунктов под контролем МЧС России	В результате применения авиации не допущено распространение пожаров в сторону населенных пунктов в Республике Саха (Якутия) и в Конаковском районе Тверской области.
2	В Рязанской области потушено 40 очагов пожаров	С начала сезона зарегистрировано и своевременно ликвидировано 40 очагов природных пожаров общей площадью 24,305 га, сообщает регионального правительства в пятницу, 15 августа.
0	В шести районах области объявлен чрезвычайный класс пожарной опасности	В Саратовской области установился высокий класс пожарной опасности, в ряде районов чрезвычайный – пятый (в Ершовском, Калининском, Озинском, Ртищевском, Саратовском и Красноармейском). Об этом сообщает министерство природных ресурсов и экологии региона.
0	В Ростовской области введен режим ЧС из-за лесных пожаров	В Верхнедонском районе Ростовской области полыхает лесной пожар. Он стал причиной введения режима чрезвычайной ситуации, передает ИТАР-ТАСС. Огонь уже уничтожил 38 гектаров соснового леса и 4 гектара травы в Ерминском участковом лесничестве.
1	В Жамбылской области тушат крупный пожар на территории заповедника	Вторые сутки в Жамбылской области спасатели с военными осуществляют мероприятия по ликвидации лесного пожара в горной местности, захватившего около 200 га гослесфонда.
3	В рязанских лесах работают 30 оперативных групп пожарных и полицейских	С целью контроля за обстановкой Минлесхоз ежедневно проводит авиаразведку и патрулирует леса с гарнизонами пожохраны и полицейскими в составе 30 опергрупп.
2	Ликвидирован пожар в Гирканском национальном парке	Средства массовой информации накануне сообщили, что возгорание, произошедшее сегодня во второй половине дня в Гирканском национальном парке, было успешно ликвидировано.
0	"Лесные пожары в Турции продолжаются: Фетхие в огне - ""Анталия Сегодня - Новости Турции"""	 14 августа, в 15:00 по местному времени, в Фетхие, провинция Мугла, зафиксирован  лесной пожар . Сильный ветер и жара способствовали быстрому распространению огня. За считанные минуты огнём был охвачен сосновый лес на площади в несколько гектар. В тушении пожара ...
2	Рослесхоз: крупнейшие лесные пожары в Якутии потушены - ЯСИА (подписка)	 Таким образом, катастрофические  лесные пожары  в Якутии, площадь которых на пике превышала 800 тысяч гектаров, на данный момент в основном ликвидированы. Помимо Якутии, площадь пожаров превышает сейчас тысячу гектаров в двух регионах – в Тверской области (три ...
2	Лесные пожары в Тверской области почти потушены - GISMETEO.Новости	 Напомним, что МЧС РФ увеличило группировку воздушных судов, задействованных на тушении торфяных  пожаров  в Тверской области. Кроме того, сотрудники ведомства стали применять буровые установки для ликвидации возгораний. Бурение скважин производится в тех местах, где ...
3	Лесные пожары в режиме онлайн смогут наблюдать в Хабаровском крае - AmurMedia	 Видеокамеры слежения за  лесными пожарами  в Хабаровском крае устанавливают в рамках реализации краевой государственной программы развития лесного хозяйства в местах, где фиксируется наибольшее число возгораний. Сегодня это Хабаровский, Вяземский, имени Полины ...
2	Все пожары в республике ликвидированы, но противопожарные мероприятия продолжаются - Карелия	 Совещание было запланировано в связи с тем, что Пудожский район обладает огромными запасами лесных массивов, и пожары приносили большие проблемы. Но, по данным на сегодняшнее утро, в республике нет ни одного  лесного пожара . Вчера ливни сделали свое дело.
0	В США из-за молнии вспыхнули новые лесные пожары, эвакуированы тысячи человек - Московский комсомолец	 По данным властей штата, за последние две недели в Калифорнии в результате бушующих здесь природных  пожаров  выгорело 52 тыс. гектаров  леса . Ситуацию осложняет установившаяся рекордная засуха: достаточно искры, чтобы вызвать стихийное бедствие. На севере штата с ...
1	Лесные пожары в Тверской области начали тушить военные самолеты - НТВ.ru	  Лесные пожары  в Тверской области бушуют на новых территориях — эпицентр возгораний сместился в район Орши. 757. Поделиться ссылкой на выделенное. Twitter; Facebook; Вконтакте; Google+. Прямая ссылка: Нажмите правой клавишей мыши и выберите «Копировать ссылку».
3	В Хабаровском крае установлено шесть систем видеослежения за лесными пожарами - Новости Хабаровск / Дальний Восток	 Новости Видеокамеры слежения за  лесными пожарами  в Хабаровском крае устанавливают в рамках реализации краевой государственной программы развития лесного хозяйства в местах, где фиксируется наибольшее число возгораний. Об этом РИА «27 Регион» сообщили в ...
1	МЧС: лесные пожары в Тверской области охватили 75 га - NEWSru.com	 В Тверской области зарегистрированы три природных  пожара  на общей площади 75 га, сообщила пресс-службе регионального МЧС. Наиболее тревожная обстановка в Конаковском районе. В Конаковском районе почти неделю спасатели продолжают борьбу с крупным лесоторфяным ...
0	Лесные пожары угрожают детским лагерям - Дни.Ру	 Более 12 тысяч детских оздоровительных учреждений находятся на территориях Центральной России, Сибири и Дальнего Востока, где потенциально возможны  лесные пожары . Премьер-министр России Дмитрий Медведев призвал МЧС принять все необходимые меры, чтобы не ...
2	В Тверской области ликвидировали крупный лесной пожар - Российская Газета	В Конаковском районе Тверской области ликвидирован лесной пожар на площади 3 гектара, спровоцировавший образование смога на северо-западе Московского региона. В ликвидации огня участвовали почти 200 человек и 49 единиц техники, включая гидросамолет и вертолеты.
0	Лесной пожар угрожает домам в окрестностях Йосемитского национального парка - GISMETEO.Новости	Пожар угрожал 90 жилым домам и 50 пристройкам. Несмотря на возгорание, парк продолжает функционировать. Йосемитский национальный парк расположен в округах Марипоса и Туоломни в штате Калифорния, США. Славится своими ландшафтами и природой. Имеет статус ...
0	Лесной пожар в Шамахе - Зеркало.az	Лесной пожар в Шамахе В ночь на 28 июля близ села Сагиян Шамахинского района возник пожар. Как сообщает Turan, по предварительным данным, произошло возгорание скошенного сена, который разнес по округе сильный ветер. В течение двух часов огонь перекинулся на ...
1	В окрестностях Геленджика тушат лесной пожар - Фонтанка.Ру	Как сообщили в пресс-службе ГУ МЧС России по Краснодарскому краю, в окрестностях Геленджика произошло возгорание лесной подстилки. Сначала площадь пожара составила более 1 гектара, позже увеличившись до двух гектаров. Из-за сильного задымления, которое всегда ...
2	Лесной пожар под Геленджиком потушен - Российская Газета	Напомним, пожар недалеко от хутора Джанхот под Геленджиком начался еще в понедельник утром. В результате задымления были эвакуированы 30 туристов с ближайшей базы отдыха. Туристические деревянные домики стоят прямо среди хвойного леса. Из-за труднодоступности ...
2	В Городищенском районе потушили лесной пожар - Информационное агентство <<ПензаИнформ>>	В понедельник, 28 июля, в Сосновоборском районе Пензенской области был зарегистрирован беглый низовой лесной пожар. Площадь возгорания составила 0,32 га. «Пожар ликвидирован в день обнаружения. При тушении были задействованы силы и средства пожарно-химической ...
1	Лесной пожар под Геленджиком еще не ликвидирован - Фонтанка.Ру	Как сообщает пресс-служба ГУ МЧС по Краснодарскому краю, в тушении лесного пожара под Геленджиком задействован вертолет МИ-8, принадлежащий компании ОАО НПК «ПАНХ» и оборудованный водосливным устройством. Всего в ликвидации возгорания задействовано 360 ...
2	Лесной пожар под Геленджиком локализован на 3,5 гектарах - Российская Газета	"Кстати, в результате обильного дыма, который сопровождает пожар, был подпорчен отдых туристам на базе отдыха ""Океан"", которая находится в 500 метрах от моря в поселке Джанхот. Туристические деревянные домики стоят прямо среди хвойного леса. В результате спасатели ..."
0	В Воронежском заповеднике случился лесной пожар - АиФ Белгород	Воронеж, 29 июля – АиФ-Черноземье. Лесной пожар произошел в Воронежском заповеднике 27 июля, сообщает пресс-служба ГУ МЧС по региону. Возгорание обнаружил инспектор при обходе территории. Низовой пожар распространился на площади 0,4 га. Спасатели прибыли на ...
3	Воронежские велосипедисты помогут спасателям в борьбе с пожарами	Веловоронеж просит всех сохранить у себя телефон МЧС 222-33-00, перед велопрогулкой рассказывать о маршруте диспетчеру и сообщать о замеченных возгораниях. Напомним, что в 2010 году пожары уничтожили леса, сотни жилых домов, погибли люди.
1	В трех районах Подмосковья горит лес	В Подмосковье из-за лесных пожаров МЧС перевели в режим повышенной готовности. Ведомство увеличило количество наземных групп патрулирования. Очаги возгораний действуют возле Балашихи, в Щёлковском, Волоколамском и Клинском районах, сообщает телеканал LifeNews.
3	В Севастополе спасатели МЧС России ликвидировали условный лесной пожар	В Севастополе прошли пожарно-тактические учения по тушению крупного лесного пожара и ликвидации последствий чрезвычайной ситуации. За ходом учений наблюдал исполняющий обязанности губернатора Севастополя Сергей Меняйло. Всего участвовало 75 человек и 15 единиц техники.
3	Накроет ли вашу дачу дымом от природных пожаров: как оценить риски	На поздних стадиях горения торфяные пожары дают очень много дыма и очень тяжело поддаются тушению. В августе 2010 года Москву накрыло дымом преимущественно от них (в Подмосковье и в соседних областях).
0	Росгидромет: смог может прийти в Москву после выходных	Смог от лесных и торфяных пожаров уже после выходных может прийти в Московский регион с востока, передает &quot;Интерфакс&quot; со ссылкой на информацию Росгидромета.
0	Жара в Самарской области не отступает	С 1 по 6 августа в большинстве районов Самарской области сохранится чрезвычайная пожарная опасность лесов - 5 класс. В связи с высокой вероятностью возникновения пожаров действует запрет на посещение лесов, разжигание костров, отжиг травы и сжигание мусора.
0	В Нижегородской области растет уровень пожароопасности	ГУ МЧС по Нижегородксой области объявило, что экстренное предупреждение продержится до 1 августа. 29 июля 5-й класс пожароопасности лесов частично установился в Вознесенском, Саровском, Навашинском, Дальнеконстантиновском районах.
4	После проверки министерства возбудили 13 уголовных дел	Надзорное ведомство проверило работу структурного подразделения регионального правительства, по итогам которых было возбуждено 13 уголовных дел. Как сообщает сегодня пресс-служба ведомства, были выявлены факты незаконной рубки леса, ущерб от которых оценивается в 3,1 млн рублей.
3	На территории Курской области введен особый противопожарный режим	В Курской области введен особый противопожарный режим. Усилен контроль за сельскохозяйственными полями, проверяется наличие минерализованных полос и средств тушения пожаров на территориях сельхозпредприятий, сообщили ИТАР-ТАСС в пресс-службе областного ГУ МЧС.
3	К тушению лесных пожаров в Тверской области подключились военные	Экипаж военно-транспортной авиации на самолете Ил-76 совершил вылет к месту лесных пожаров в Тверской области и сбросил на очаг возгорания 42 тонны воды, сообщает пресс-служба Министерства обороны РФ.
0	Еще одно штормовое предупреждение объявлено в Волгоградской области	По сообщению Волгоградского ЦГМС, в отдельных северных (Еланский, Киквидзенский, Михайловский) и отдельных юго-восточных (юг Палласовского) районах региона ожидается высокая пожароопасность. В связи с этим, действительно штормовое предупреждение.
1	В лесах Тольятти из-за жары участились пожары	Аномально жаркая погода в Тольятти сопровождается участившимися загораниями в лесном массиве, сообщают в мэрии городского округа. В подтверждение приводится «горячая сводка» по возгораниям последних трех дней.
2	Гидрометцентр: Жара в Петербурге ослабеет, но ненадолго	По прогнозу Гидрометцентра, в Северной столице с утра пройдет дождь, а после весь день будет стоять облачная погода. Отмечается, что в течение дня возможны несущественные осадки. Температура воздуха составит 26-27 градусов тепла.
4	В Перми расчистят русло реки Ива и ее притоков	В Перми расчистят русло р. Ива и ее притоков. Как сообщили в Министерстве природных ресурсов, лесного хозяйства и экологии Пермского края, в этом году в Перми начнется расчистка русла р. Ива и ее притоков Толожанка, Уинка, Большая и Малая Ива.
3	В Ленобласти стартует акция по защите лесов от пожаров	В Ленинградской области волонтеры раздадут сегодня 40 тысяч листовок с правилами пожарной безопасности в лесу. Как сообщает пресс-служба администрации области, целевая аудитория - отдыхающие, уезжающие из Петербурга на природу.
0	В Иркутской области возник новый торфяной пожар - RuNews24.ru - круглосуточная служба новостей	 В настоящее время пожарные продолжают ликвидировать возгорание торфяников в Иркутском районе в 4 километрах северо-восточнее деревни Бурдакова.  Торфяной пожар  произошел на территории Иркутского научно-исследовательского института торфяного болота. Общая ... 
